"点击这里以选择指标，然后再点击""更新""或""下载编辑""按钮更新或新增及移除数列",单位,平均,方差,标准差,偏度,峰度,变异系数,最小,最大,中位数,观测次数,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
企业数:工业:广西:柳州市,个,638.4736842,41468.59649,203.6383964,-0.227418043,-1.733150048,0.318945638,351,931,727,19,,375.00,361.00,392.00,351.00,421.00,447.00,500.00,513.00,620.00,727.00,844.00,931.00,776.00,786.00,816.00,825.00,819.00,792.00,835.00,
企业数:工业:广西:桂林市,个,607.7894737,10745.61988,103.6610818,0.071589342,-0.76786688,0.170554257,459,801,634,19,,478.00,482.00,467.00,459.00,479.00,519.00,581.00,628.00,674.00,765.00,748.00,801.00,617.00,634.00,649.00,640.00,641.00,640.00,646.00,
企业数:工业:广西:梧州市,个,327.5789474,8831.146199,93.97417836,-0.31457877,-1.613749501,0.286874902,181,466,380,19,,231.00,209.00,201.00,207.00,181.00,241.00,253.00,285.00,345.00,389.00,398.00,466.00,406.00,398.00,424.00,411.00,400.00,380.00,399.00,
企业数:工业:广西:北海市,个,166.2777778,1346.683007,36.69717982,0.030282696,-0.73533421,0.220698041,104,236,168,18,,137.00,141.00,134.00,111.00,104.00,,127.00,146.00,160.00,178.00,190.00,236.00,161.00,175.00,187.00,190.00,194.00,210.00,212.00,
企业数:工业:广西:防城港市,个,115.7894737,1709.397661,41.34486257,-0.059527764,-1.852058472,0.357069268,60,168,119,19,,67.00,76.00,78.00,62.00,60.00,72.00,76.00,92.00,99.00,119.00,136.00,166.00,149.00,153.00,168.00,162.00,164.00,150.00,151.00,
企业数:工业:广西:钦州市,个,246.3888889,9046.251634,95.11178494,0.449705243,-0.001364542,0.386023028,123,462,244.5,18,,127.00,142.00,127.00,123.00,133.00,,206.00,222.00,238.00,289.00,384.00,462.00,231.00,251.00,269.00,285.00,304.00,316.00,326.00,
企业数:工业:广西:贵港市,个,285.5,19013.55882,137.8896618,-0.082237587,-1.663136977,0.482976048,107,500,332,18,,120.00,117.00,123.00,121.00,107.00,,161.00,179.00,236.00,322.00,343.00,415.00,342.00,367.00,410.00,409.00,411.00,456.00,500.00,
企业数:工业:广西:玉林市,个,466.7368421,25967.76023,161.1451527,-0.049954923,-1.437832323,0.345259123,252,755,542,19,,264.00,277.00,252.00,262.00,272.00,310.00,374.00,392.00,419.00,542.00,573.00,755.00,604.00,614.00,626.00,614.00,609.00,560.00,549.00,
企业数:工业:广西:百色市,个,242.5714286,2964.879121,54.45070358,0.900241721,-0.167635488,0.224472865,186,354,227.5,14,,,,,189.00,191.00,,219.00,236.00,187.00,,216.00,266.00,186.00,217.00,243.00,256.00,307.00,329.00,354.00,
企业数:工业:广西:贺州市,个,150.625,1428.916667,37.8010141,-0.045084456,-0.97159702,0.250961089,85,213,148,16,,,,,105.00,85.00,107.00,112.00,127.00,129.00,145.00,146.00,213.00,150.00,166.00,174.00,178.00,186.00,183.00,204.00,
企业数:工业:广西:河池市,个,216,1198.266667,34.6159886,0.157391161,-1.164386079,0.160259206,167,277,222,16,,,,,184.00,167.00,203.00,225.00,251.00,240.00,256.00,260.00,277.00,224.00,221.00,223.00,189.00,190.00,173.00,173.00,
企业数:工业:广西:来宾市,个,160.6875,3239.9625,56.92066848,-0.436519859,-1.486863415,0.354232087,70,228,182,16,,,,,83.00,70.00,80.00,99.00,111.00,121.00,166.00,188.00,202.00,176.00,190.00,201.00,209.00,228.00,220.00,227.00,
企业数:工业:广西:崇左市,个,145.25,532.3333333,23.07234997,0.56326897,1.09732551,0.158845783,108,201,146,16,,,,,119.00,108.00,115.00,142.00,139.00,145.00,160.00,149.00,171.00,124.00,136.00,150.00,147.00,159.00,159.00,201.00,
企业数:工业:海南:海口市,个,174.65,819.1868421,28.62144025,0.782942617,-1.004743416,0.163878845,147,231,159,20,,158.00,160.00,158.00,161.00,219.00,231.00,211.00,217.00,186.00,210.00,190.00,186.00,147.00,154.00,150.00,154.00,151.00,149.00,150.00,151.00
企业数:工业:海南:三亚市,个,27.21052632,34.95321637,5.912124523,1.075220666,0.936047321,0.217273435,19,41,27,19,,41.00,39.00,36.00,29.00,28.00,27.00,26.00,21.00,19.00,25.00,28.00,27.00,25.00,29.00,27.00,24.00,23.00,23.00,20.00,
企业数:工业:重庆,个,4314.6,3933064.147,1983.195439,0.065738717,-1.801505442,0.459647578,1975,7130,4347,20,2000.00,1975.00,2040.00,2054.00,2060.00,2241.00,2634.00,2943.00,3214.00,3916.00,6119.00,6412.00,7130.00,4778.00,4985.00,5559.00,6158.00,6608.00,6782.00,6684.00,
企业数:工业:四川:成都市,个,2715.473684,950288.5965,974.8274701,-0.514479533,-1.457642698,0.358989842,1277,3887,3164,19,,1293.00,1277.00,1318.00,1341.00,1462.00,1872.00,2375.00,2630.00,3164.00,3564.00,3800.00,3887.00,3130.00,3192.00,3237.00,3275.00,3542.00,3605.00,3630.00,
企业数:工业:四川:自贡市,个,408.2105263,21387.73099,146.2454478,-0.366560712,-1.73833119,0.358259864,201,577,485,19,,208.00,201.00,209.00,215.00,239.00,269.00,311.00,350.00,419.00,499.00,542.00,577.00,485.00,510.00,554.00,554.00,537.00,543.00,534.00,
企业数:工业:四川:攀枝花市,个,245.1052632,17696.21053,133.0271045,-0.335518909,-1.83805804,0.54273459,67,407,324,19,,74.00,67.00,71.00,83.00,86.00,104.00,115.00,186.00,319.00,389.00,386.00,407.00,336.00,338.00,376.00,342.00,330.00,324.00,324.00,
企业数:工业:四川:泸州市,个,428.9473684,41918.49708,204.740072,-0.391054672,-1.634413073,0.477308143,128,663,463,19,,140.00,142.00,128.00,163.00,195.00,229.00,327.00,377.00,452.00,463.00,601.00,581.00,598.00,583.00,605.00,621.00,629.00,653.00,663.00,
企业数:工业:四川:德阳市,个,880.4736842,142177.9298,377.0648881,-0.223280489,-1.485176023,0.428252309,328,1375,1004,19,,335.00,328.00,373.00,420.00,467.00,575.00,658.00,753.00,906.00,1107.00,1004.00,1055.00,1023.00,1141.00,1207.00,1296.00,1336.00,1370.00,1375.00,
企业数:工业:四川:绵阳市,个,659.9473684,72614.49708,269.4707722,-0.566247974,-1.352859049,0.40832161,248,973,765,19,,248.00,248.00,262.00,281.00,343.00,413.00,599.00,721.00,802.00,927.00,963.00,926.00,765.00,824.00,730.00,780.00,838.00,896.00,973.00,
企业数:工业:四川:广元市,个,254.1052632,17417.76608,131.9763846,0.249042982,-1.492631477,0.519376824,95,466,246,19,,124.00,95.00,95.00,99.00,119.00,133.00,146.00,179.00,218.00,246.00,258.00,313.00,309.00,382.00,371.00,399.00,427.00,449.00,466.00,
企业数:工业:四川:遂宁市,个,304.6315789,29591.46784,172.0217075,-0.167793964,-1.75361164,0.564687706,62,521,342,19,,102.00,62.00,77.00,98.00,108.00,141.00,171.00,225.00,277.00,342.00,403.00,453.00,419.00,430.00,458.00,482.00,500.00,519.00,521.00,
企业数:工业:四川:内江市,个,380,18750.77778,136.9334794,-0.408277636,-1.198466244,0.360351262,161,574,402,19,,165.00,161.00,177.00,201.00,248.00,301.00,369.00,457.00,499.00,495.00,545.00,574.00,527.00,491.00,461.00,434.00,402.00,396.00,317.00,
企业数:工业:四川:乐山市,个,569.3157895,19101.5614,138.2083985,-0.385207172,-0.677708973,0.242762279,324,803,621,19,,324.00,339.00,377.00,412.00,445.00,467.00,547.00,588.00,633.00,717.00,758.00,803.00,625.00,649.00,633.00,634.00,621.00,621.00,624.00,
企业数:工业:四川:南充市,个,435.2105263,29846.28655,172.7607784,0.193962228,-1.406905486,0.396959099,205,722,444,19,,205.00,229.00,238.00,250.00,272.00,272.00,286.00,347.00,385.00,444.00,563.00,515.00,481.00,516.00,578.00,621.00,645.00,700.00,722.00,
企业数:工业:四川:眉山市,个,443,27757.17647,166.6048513,-0.583238929,-1.345778541,0.376083186,167,609,517,18,,,167.00,175.00,204.00,237.00,285.00,342.00,381.00,438.00,491.00,560.00,564.00,543.00,578.00,609.00,607.00,604.00,603.00,586.00,
企业数:工业:四川:宜宾市,个,419.9473684,30762.27485,175.3917753,-0.010077012,-1.46865005,0.417651802,190,695,442,19,,190.00,193.00,197.00,218.00,221.00,236.00,325.00,346.00,404.00,442.00,481.00,526.00,503.00,564.00,545.00,595.00,630.00,668.00,695.00,
企业数:工业:四川:广安市,个,286.2105263,25100.95322,158.4328035,0.224094801,-1.613846373,0.553553377,92,509,261,19,,92.00,106.00,102.00,102.00,124.00,163.00,174.00,188.00,226.00,261.00,302.00,330.00,370.00,429.00,476.00,487.00,492.00,505.00,509.00,
企业数:工业:四川:达州市,个,356.4736842,21656.04094,147.1599162,-0.178939073,-1.823340788,0.412821262,164,560,398,19,,193.00,164.00,164.00,171.00,183.00,217.00,220.00,272.00,350.00,398.00,449.00,496.00,452.00,487.00,510.00,487.00,493.00,507.00,560.00,
企业数:工业:四川:雅安市,个,273,8388.823529,91.59052096,-0.488340927,-1.040510036,0.335496414,114,398,310,18,,,114.00,125.00,144.00,165.00,201.00,221.00,235.00,288.00,381.00,398.00,386.00,326.00,326.00,330.00,305.00,324.00,330.00,315.00,
企业数:工业:四川:巴中市,个,130.0555556,5918.29085,76.93042863,1.091399522,-0.176822357,0.591519742,66,290,98.5,18,,,72.00,66.00,68.00,68.00,69.00,69.00,69.00,80.00,96.00,101.00,104.00,131.00,152.00,172.00,217.00,240.00,277.00,290.00,
企业数:工业:四川:资阳市,个,371.6666667,35824.11765,189.2726014,-0.104801798,-1.384438626,0.509253636,97,619,370,18,,,97.00,98.00,107.00,155.00,207.00,278.00,285.00,378.00,456.00,533.00,563.00,580.00,615.00,619.00,617.00,417.00,362.00,323.00,
企业数:工业:贵州:贵阳市,个,575.7368421,9591.093567,97.93412872,-0.31804492,-0.196294821,0.170102244,379,743,580,19,,566.00,567.00,587.00,617.00,672.00,674.00,689.00,601.00,507.00,520.00,550.00,603.00,703.00,401.00,469.00,511.00,580.00,379.00,743.00,
企业数:工业:贵州:六盘水市,个,199.3157895,16183.67251,127.215064,1.09310997,0.068121681,0.638258837,85,492,131,19,,85.00,88.00,93.00,87.00,88.00,119.00,132.00,130.00,120.00,127.00,131.00,209.00,205.00,247.00,330.00,313.00,360.00,431.00,492.00,
企业数:工业:贵州:遵义市,个,491.2105263,68844.50877,262.3823713,1.090120058,0.168037188,0.534154619,227,1090,434,19,,227.00,238.00,245.00,269.00,270.00,308.00,335.00,350.00,348.00,434.00,438.00,536.00,470.00,489.00,806.00,686.00,812.00,982.00,1090.00,
企业数:工业:贵州:安顺市,个,201.3333333,6816.470588,82.56191972,0.898607887,-0.492440926,0.41007576,118,368,164.5,18,,,135.00,128.00,129.00,134.00,127.00,118.00,148.00,146.00,168.00,209.00,220.00,161.00,216.00,263.00,289.00,311.00,354.00,368.00,
企业数:工业:云南:昆明市,个,851.2105263,18807.28655,137.1396607,0.237640818,-1.010550661,0.161111331,666,1127,878,19,,714.00,709.00,666.00,735.00,685.00,672.00,790.00,889.00,889.00,939.00,1127.00,941.00,792.00,878.00,976.00,770.00,987.00,1015.00,999.00,
企业数:工业:云南:曲靖市,个,388.8947368,26147.65497,161.7023654,0.061839814,-1.633006169,0.41579983,197,640,414,19,,202.00,204.00,197.00,200.00,198.00,207.00,282.00,302.00,335.00,414.00,459.00,532.00,435.00,507.00,545.00,547.00,569.00,614.00,640.00,
企业数:工业:云南:玉溪市,个,297.0526316,4118.497076,64.17551773,0.432132263,-0.363024428,0.2160409,211,428,302,19,,226.00,215.00,211.00,217.00,239.00,241.00,284.00,292.00,302.00,325.00,342.00,352.00,261.00,302.00,325.00,333.00,333.00,428.00,416.00,
企业数:工业:云南:保山市,个,120.8888889,4327.986928,65.78743746,0.879451175,-0.385750276,0.544197553,50,258,98,18,,,56.00,61.00,64.00,57.00,50.00,72.00,83.00,88.00,102.00,130.00,144.00,94.00,121.00,154.00,192.00,215.00,235.00,258.00,
企业数:工业:云南:昭通市,个,149.2352941,4319.441176,65.72245565,0.152990382,-1.080303745,0.440394855,62,267,148,17,,,,72.00,72.00,62.00,67.00,80.00,101.00,148.00,148.00,267.00,251.00,191.00,203.00,200.00,189.00,162.00,195.00,129.00,
企业数:工业:云南:丽江市,个,64.875,205.3166667,14.32887528,-0.614066487,-1.053735677,0.220868983,40,81,70.5,16,,,,,46.00,40.00,40.00,56.00,61.00,56.00,56.00,75.00,78.00,66.00,77.00,79.00,75.00,77.00,81.00,75.00,
企业数:工业:云南:普洱市,个,116.8666667,709.9809524,26.64546776,0.480378197,-1.308593746,0.227998868,84,158,115,15,,,,,,97.00,86.00,84.00,96.00,92.00,100.00,115.00,117.00,99.00,119.00,131.00,148.00,156.00,155.00,158.00,
企业数:工业:云南:临沧市,个,95.73333333,1834.780952,42.83434314,0.837510292,-0.918782588,0.447433946,49,172,79,15,,,,,,49.00,54.00,58.00,64.00,70.00,70.00,79.00,84.00,73.00,84.00,113.00,146.00,156.00,164.00,172.00,
企业数:工业:西藏:拉萨,个,60.36363636,166.6545455,12.90947503,0.039734102,-0.009723596,0.213861785,38,83,61,11,,,,,,,,,,61.00,54.00,55.00,62.00,38.00,45.00,57.00,63.00,71.00,75.00,83.00,
企业数:工业:陕西:西安市,个,960.5263158,30624.15205,174.9975773,0.656972271,-0.204142589,0.182189259,735,1366,934,19,,770.00,816.00,785.00,771.00,735.00,776.00,902.00,904.00,937.00,934.00,1131.00,1113.00,890.00,966.00,1002.00,1146.00,1117.00,1189.00,1366.00,
企业数:工业:陕西:铜川市,个,128.2631579,1445.871345,38.02461499,0.716102098,0.288958897,0.296457811,73,211,122,19,,94.00,83.00,73.00,80.00,95.00,117.00,109.00,137.00,121.00,122.00,124.00,131.00,121.00,144.00,146.00,154.00,172.00,203.00,211.00,
企业数:工业:陕西:宝鸡市,个,437.7368421,16407.09357,128.0901775,0.799349319,0.090742069,0.292619138,271,730,418,19,,301.00,293.00,271.00,308.00,334.00,334.00,379.00,413.00,418.00,432.00,518.00,505.00,386.00,443.00,454.00,541.00,595.00,662.00,730.00,
企业数:工业:陕西:咸阳市,个,533.9473684,41085.83041,202.6963996,0.605060491,-0.877055659,0.379618688,319,952,441,19,,337.00,337.00,352.00,352.00,335.00,319.00,340.00,409.00,435.00,441.00,629.00,671.00,553.00,639.00,681.00,776.00,862.00,952.00,725.00,
企业数:工业:陕西:渭南市,个,364.6842105,9400.561404,96.95649232,0.63825144,-0.681124525,0.265864245,265,573,342,19,,315.00,321.00,269.00,266.00,268.00,293.00,265.00,267.00,265.00,348.00,423.00,436.00,342.00,411.00,415.00,450.00,490.00,512.00,573.00,
企业数:工业:陕西:延安市,个,110.4736842,542.0409357,23.28177261,0.909502377,1.381985373,0.210744964,71,171,109,19,,122.00,122.00,109.00,104.00,97.00,90.00,92.00,94.00,71.00,87.00,110.00,118.00,91.00,113.00,115.00,109.00,140.00,144.00,171.00,
企业数:工业:陕西:汉中市,个,312.2105263,8757.508772,93.58156214,1.367442964,1.501132813,0.299738651,226,565,262,19,,247.00,253.00,226.00,232.00,235.00,241.00,240.00,262.00,260.00,266.00,344.00,370.00,254.00,324.00,348.00,379.00,425.00,461.00,565.00,
企业数:工业:陕西:榆林市,个,498.6842105,73663.22807,271.4097052,-0.516584433,-1.597679896,0.544251652,126,833,611,19,,149.00,140.00,126.00,127.00,134.00,134.00,364.00,611.00,593.00,765.00,737.00,652.00,569.00,665.00,693.00,710.00,712.00,761.00,833.00,
企业数:工业:陕西:安康市,个,285.4444444,27966.84967,167.2329204,0.904339271,-0.37320111,0.585868542,132,647,225.5,18,,,135.00,135.00,136.00,132.00,138.00,153.00,175.00,161.00,187.00,264.00,282.00,304.00,363.00,393.00,460.00,505.00,568.00,647.00,
企业数:工业:陕西:商洛市,个,137.5294118,3490.139706,59.07740436,0.84425439,-0.597646093,0.429561965,73,259,120,17,,,,73.00,78.00,92.00,93.00,99.00,89.00,88.00,100.00,128.00,141.00,120.00,150.00,173.00,207.00,221.00,227.00,259.00,
企业数:工业:甘肃:兰州市,个,598.4736842,75727.92982,275.1870815,1.02867031,-0.474421882,0.45981484,346,1183,488,19,,488.00,1183.00,1004.00,1003.00,988.00,950.00,546.00,546.00,579.00,544.00,480.00,466.00,346.00,378.00,394.00,387.00,373.00,361.00,355.00,
企业数:工业:甘肃:嘉峪关市,个,34.68421053,116.7836257,10.80664729,0.034836401,-1.79988917,0.311572532,22,49,34,19,,22.00,32.00,27.00,22.00,22.00,25.00,22.00,22.00,34.00,43.00,46.00,41.00,26.00,39.00,48.00,49.00,48.00,43.00,48.00,
企业数:工业:甘肃:金昌市,个,62.84210526,325.1403509,18.03164859,0.729588186,-0.050799151,0.286935782,35,100,59,19,,35.00,49.00,49.00,61.00,61.00,60.00,59.00,59.00,57.00,57.00,55.00,55.00,37.00,56.00,74.00,93.00,91.00,86.00,100.00,
企业数:工业:甘肃:白银市,个,135.2631579,1607.871345,40.0982711,-0.436697644,-1.162504969,0.296446362,67,192,144,19,,75.00,75.00,67.00,90.00,90.00,107.00,130.00,130.00,161.00,177.00,192.00,180.00,144.00,164.00,178.00,149.00,167.00,158.00,136.00,
企业数:工业:甘肃:天水市,个,171.3157895,781.5614035,27.95641972,0.261958406,-0.517157136,0.163186475,119,222,166,19,,178.00,208.00,222.00,209.00,210.00,204.00,166.00,166.00,148.00,148.00,154.00,170.00,119.00,134.00,153.00,160.00,164.00,167.00,175.00,
企业数:工业:甘肃:武威市,个,175.8823529,1450.610294,38.08687824,0.571146176,-0.027793768,0.216547468,115,260,179,17,,,,144.00,142.00,142.00,146.00,142.00,181.00,187.00,179.00,186.00,179.00,115.00,146.00,184.00,208.00,231.00,260.00,218.00,
企业数:工业:甘肃:张掖市,个,177.8125,1548.9625,39.3568609,-0.145185774,-1.396776595,0.221339112,121,230,173,16,,,,,211.00,222.00,200.00,121.00,121.00,143.00,160.00,160.00,172.00,121.00,158.00,174.00,203.00,225.00,230.00,224.00,
企业数:工业:甘肃:平凉市,个,108.9375,1541.529167,39.26231229,0.777593221,-0.559441285,0.360411358,66,179,101,16,,,,,179.00,179.00,171.00,70.00,70.00,80.00,80.00,90.00,90.00,70.00,112.00,126.00,121.00,119.00,120.00,66.00,
企业数:工业:甘肃:酒泉市,个,233.125,3688.916667,60.73645254,-0.414341145,-1.20716357,0.2605317,134,319,248,16,,,,,319.00,255.00,290.00,134.00,135.00,155.00,189.00,232.00,275.00,180.00,241.00,277.00,292.00,296.00,267.00,193.00,
企业数:工业:甘肃:庆阳市,个,112,4032.533333,63.50223093,1.369926173,0.54137324,0.566984205,53,243,93,16,,,,,228.00,228.00,243.00,64.00,64.00,67.00,68.00,68.00,74.00,53.00,84.00,102.00,111.00,112.00,120.00,106.00,
企业数:工业:甘肃:定西市,个,105.4666667,2089.695238,45.71318451,0.13645363,-1.741563759,0.433437274,49,170,82,15,,,,,,168.00,170.00,51.00,51.00,58.00,82.00,81.00,81.00,49.00,80.00,121.00,142.00,155.00,149.00,144.00,
企业数:工业:甘肃:陇南市,个,95.85714286,524.7472527,22.90736241,0.495340238,0.352907767,0.238973975,59,146,96,14,,,,,,,146.00,101.00,101.00,113.00,119.00,115.00,102.00,59.00,74.00,84.00,89.00,91.00,77.00,71.00,
企业数:工业:青海:西宁市,个,194.8421053,2739.362573,52.33892025,0.013603478,-1.228878635,0.268622227,115,280,194,19,,139.00,142.00,120.00,115.00,129.00,163.00,164.00,176.00,194.00,218.00,231.00,239.00,188.00,199.00,229.00,248.00,257.00,280.00,271.00,
企业数:工业:宁夏:银川市,个,300.1578947,13778.69591,117.38269,0.038025208,-1.196687511,0.391069807,130,484,283,19,,156.00,135.00,130.00,155.00,173.00,226.00,256.00,283.00,282.00,336.00,370.00,355.00,277.00,326.00,389.00,447.00,484.00,462.00,461.00,
企业数:工业:宁夏:石嘴山市,个,199.6315789,6430.578947,80.19089068,-0.620419533,-0.881249643,0.401694417,74,303,224,19,,89.00,76.00,74.00,76.00,79.00,214.00,204.00,233.00,238.00,303.00,303.00,301.00,224.00,232.00,262.00,232.00,233.00,199.00,221.00,
企业数:工业:宁夏:吴忠市,个,220,7587.333333,87.10530026,0.794692048,-0.840230348,0.395933183,117,386,190,19,,386.00,210.00,212.00,158.00,157.00,117.00,177.00,133.00,126.00,156.00,170.00,195.00,170.00,190.00,255.00,320.00,351.00,340.00,357.00,
企业数:工业:宁夏:固原市,个,59.25,5165.4,71.87071726,2.555552072,5.829427854,1.213007886,20,274,30.5,16,,,,,202.00,274.00,27.00,28.00,32.00,20.00,25.00,29.00,29.00,20.00,25.00,34.00,46.00,55.00,52.00,50.00,
企业数:工业:宁夏:中卫市,个,95.21428571,485.2582418,22.02857784,0.332287687,-0.919495377,0.231357907,60,133,91,14,,,,,,,60.00,75.00,80.00,79.00,89.00,91.00,94.00,73.00,91.00,103.00,124.00,121.00,120.00,133.00,
企业数:工业:新疆:乌鲁木齐市,个,366.8947368,3477.321637,58.9688192,0.261557359,-1.008148037,0.16072408,288,472,370,19,,406.00,311.00,295.00,288.00,316.00,301.00,320.00,292.00,362.00,438.00,429.00,466.00,472.00,370.00,389.00,391.00,396.00,370.00,359.00,
企业数:工业:新疆:克拉玛依市,个,79,242.3333333,15.56705924,0.192771801,-1.477762754,0.197051383,56,102,76,19,,59.00,56.00,70.00,61.00,63.00,76.00,73.00,70.00,77.00,97.00,97.00,101.00,98.00,66.00,70.00,80.00,94.00,91.00,102.00,
