"点击这里以选择指标，然后再点击""更新""或""下载编辑""按钮更新或新增及移除数列",单位,平均,方差,标准差,偏度,峰度,变异系数,最小,最大,中位数,观测次数,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
房地产开发投资:重庆,百万人民币,118835.2752,21590920038,146938.4907,1.057784536,-0.456477855,1.236488833,175.03,424876.12,40507.91,29,,,,,,,175.03,191.85,338.68,1231.51,2790.89,4688.45,5561.85,6750.22,9730.14,11251.35,13963.27,19666.84,24591.30,32788.81,40507.91,51772.91,62963.00,84989.66,99099.70,123891.25,162025.71,201508.83,250835.00,301278.38,363023.31,375128.12,372594.52,398008.37,424876.12
房地产开发投资:四川:成都市,百万人民币,104848.2243,8855932238,94105.96282,0.486032312,-1.424585115,0.89754465,6843.79,263889,90528,23,,,,,,,,,,,,,6843.79,7301.47,7997.00,9396.65,12900.11,17075.54,20331.04,24536.96,29140.81,45102.28,61363.51,90528.00,92351.18,94513.56,127833.90,158527.71,189003.00,211030.00,222080.23,244195.42,263889.00,248788.00,226780.00
房地产开发投资:四川:自贡市,百万人民币,4863.639565,30754240.28,5545.650573,1.404823481,1.63781544,1.14022647,65.24,20930,1920.34,23,,,,,,,,,,,,,65.24,209.47,286.00,317.80,640.12,1067.12,1050.01,1246.27,1264.93,1104.87,1471.44,1920.34,2260.34,3631.27,5399.89,7594.81,6276.80,7778.00,10122.75,12580.74,12387.00,12258.50,20930.00
房地产开发投资:四川:攀枝花市,百万人民币,2862.813478,7900330.153,2810.752595,0.952562614,0.191075047,0.981814784,57.54,10040,2225.36,23,,,,,,,,,,,,,96.34,57.54,101.76,175.28,322.21,322.28,564.72,928.29,931.59,948.72,1590.10,2529.88,2519.86,2225.36,3419.89,3573.40,5468.34,5116.00,7519.62,5894.47,5503.00,5996.06,10040.00
房地产开发投资:四川:泸州市,百万人民币,7587.749565,92813760.7,9633.989864,1.378934168,0.651946435,1.269676837,215.81,31840,2391.54,23,,,,,,,,,,,,,215.81,250.02,353.91,442.79,608.32,931.92,1481.70,1915.90,1603.66,1386.63,1617.67,2391.54,4047.67,4218.67,5451.92,6778.46,7165.03,13092.00,19256.03,19686.90,23920.00,25861.69,31840.00
房地产开发投资:四川:德阳市,百万人民币,4690.77,21111218.04,4594.694554,0.868616206,-0.543347257,0.979518193,102.87,14980,2552.42,23,,,,,,,,,,,,,102.87,178.36,307.31,496.89,721.28,905.82,1113.12,1504.12,1886.13,2153.78,2092.28,2574.25,2552.42,3935.61,4696.47,7289.86,7987.53,8266.00,9523.05,11538.16,12578.00,10504.40,14980.00
房地产开发投资:四川:绵阳市,百万人民币,8389.89913,59608056.62,7720.625403,0.603295171,-1.377158793,0.920228632,437.15,21073.55,4650.06,23,,,,,,,,,,,,,437.15,726.66,1019.89,1158.15,1460.36,1730.24,2031.95,3012.23,2505.46,2898.81,3783.89,4650.06,5792.94,6803.21,10584.18,13227.71,14569.01,16994.00,21073.55,19834.75,20558.00,17665.48,20450.00
房地产开发投资:四川:广元市,百万人民币,2806.441739,11815890.74,3437.425016,1.058036569,-0.622306744,1.224833913,19.8,9463,867.31,23,,,,,,,,,,,,,19.80,77.83,170.31,194.02,184.03,157.69,443.94,511.03,735.57,683.90,669.13,942.90,867.31,1240.08,1872.39,3300.00,3288.67,5867.00,8332.24,8679.97,9463.00,8358.02,8489.33
房地产开发投资:四川:遂宁市,百万人民币,5215.634348,31341726.71,5598.368219,0.991765262,-0.01063092,1.073382037,71.31,17348.12,3300.07,23,,,,,,,,,,,,,120.99,71.31,234.53,183.44,280.71,401.47,627.51,820.27,954.24,1154.94,1690.35,3300.07,5156.00,5881.68,6790.46,7163.71,7678.58,8599.00,8635.55,11190.66,14456.00,17348.12,17220.00
房地产开发投资:四川:内江市,百万人民币,4402.794783,24287442.5,4928.229145,1.052205997,-0.30761977,1.119341098,200.24,15560,2039.53,23,,,,,,,,,,,,,288.07,269.64,200.24,210.95,210.93,476.01,668.87,1169.61,1042.16,1290.44,1448.53,2039.53,2659.57,2810.56,4101.07,5434.62,5803.23,7864.00,11542.64,12387.71,12281.00,11504.90,15560.00
房地产开发投资:四川:乐山市,百万人民币,5984.064348,49102742.38,7007.334899,1.147812005,-0.022102595,1.170999256,151.86,21202,2862.74,23,,,,,,,,,,,,,171.64,152.18,201.42,151.86,302.44,495.25,851.13,1304.36,1212.04,1363.28,1830.16,2862.74,3444.09,4091.93,5878.63,6754.75,7545.11,11019.00,12607.19,15286.10,21202.00,19415.18,19491.00
房地产开发投资:四川:南充市,百万人民币,8905.874348,99751356.97,9987.560111,0.81371434,-0.893996882,1.121457559,182.14,31003,2741.86,23,,,,,,,,,,,,,182.14,232.44,557.38,553.47,639.45,909.45,1070.31,1670.79,1615.70,2052.69,1981.50,2741.86,3499.04,4694.09,10223.05,14573.03,18705.77,20791.00,22913.98,21321.98,21664.00,21238.99,31003.00
房地产开发投资:四川:眉山市,百万人民币,7676.233684,68267062.94,8262.388453,0.959028885,-0.507766523,1.076359683,117.56,25710,3346.35,19,,,,,,,,,,,,,,,,,117.56,326.41,618.51,1492.71,1155.30,1111.45,1444.43,2555.96,2567.46,3346.35,4777.16,6361.56,7818.38,13031.00,15111.90,19515.27,19429.00,19358.03,25710.00
房地产开发投资:四川:宜宾市,百万人民币,7368.114348,75107327.24,8666.448364,1.331554434,1.134352227,1.176209808,100,31204,3508.03,23,,,,,,,,,,,,,100.00,124.13,191.89,169.38,247.59,505.78,954.82,1367.93,1901.80,2656.26,3557.81,3454.56,3508.03,4396.96,6022.03,10541.16,10451.36,14113.41,17185.72,15042.10,18955.00,22814.91,31204.00
房地产开发投资:四川:广安市,百万人民币,6480.932857,77524700.06,8804.811188,1.459410467,0.613478302,1.35857158,128.38,25822,2370.41,21,,,,,,,,,,,,,,,134.75,128.38,200.99,324.69,605.10,940.84,1106.17,1405.03,1540.19,1755.51,2370.41,2462.46,2958.49,3849.21,5105.28,6525.00,12210.80,18425.51,25822.00,24418.78,23810.00
房地产开发投资:四川:达州市,百万人民币,5444.9515,19912524.05,4462.345129,0.549063842,-0.472655365,0.819538086,132,15670,4599.15,20,,,,,,,,,,,,,,,,132.00,194.60,223.57,579.36,1400.54,2049.73,1963.86,2265.09,3954.00,4222.06,4976.24,6067.80,8189.00,8510.14,10053.00,9498.06,8257.62,9328.00,11364.36,15670.00
房地产开发投资:四川:雅安市,百万人民币,1997.487895,5628448.531,2372.435148,1.523979664,1.959932372,1.1877094,139.26,8530,731.21,19,,,,,,,,,,,,,,,,,139.26,244.09,428.97,307.98,265.25,213.97,228.28,210.09,373.36,731.21,1190.95,2862.63,3001.45,2702.00,2545.79,2744.98,5394.00,5838.01,8530.00
房地产开发投资:四川:巴中市,百万人民币,4606.474737,25563410.93,5056.027188,1.06786382,-0.183817907,1.097591429,106.39,15699,2284.97,19,,,,,,,,,,,,,,,,,106.39,160.69,276.89,491.90,762.24,985.89,862.54,1373.26,1759.37,2284.97,2726.53,3800.00,4926.74,6399.00,8865.28,10449.01,11896.00,13697.32,15699.00
房地产开发投资:四川:资阳市,百万人民币,7055.024211,42924359.16,6551.668426,0.45025114,-1.321145286,0.928652862,292.09,19513.64,5471.12,19,,,,,,,,,,,,,,,,,292.09,360.71,549.48,571.78,590.15,974.94,1310.66,1996.42,3309.94,5471.12,7465.48,9456.80,10960.40,13698.00,16477.09,19513.64,15018.00,12788.76,13240.00
房地产开发投资:贵州:贵阳市,百万人民币,34902.40318,1672529900,40896.57565,0.908399716,-1.060893919,1.171740967,1220.44,102643.36,12156.76,22,,,,,,,,,,,,,1239.31,1220.44,1473.25,2255.49,3105.16,4227.77,5003.00,6036.21,7244.74,9111.66,10769.36,13544.16,17011.16,21032.25,31046.65,46735.95,90852.24,98308.70,101760.00,100500.01,92732.00,102643.36,
房地产开发投资:贵州:六盘水市,百万人民币,2915.934783,10327188.07,3213.594261,0.763803863,-1.13366757,1.102080293,5.01,8791,1808.19,23,,,,,,,,,,,,,11.19,5.01,22.26,54.62,49.69,158.99,334.40,502.68,432.37,659.79,1207.89,1857.20,1808.19,1909.82,2624.88,3650.24,5548.45,8172.00,8791.00,7684.56,6837.00,7796.27,6948.00
房地产开发投资:贵州:遵义市,百万人民币,11540.38364,215323892.6,14673.91879,1.151793215,-0.293407014,1.271527815,124.53,44493,3854.86,22,,,,,,,,,,,,,,124.53,178.14,371.29,555.61,1061.71,1445.17,1604.74,2540.58,2376.31,2740.98,3651.23,4084.86,4058.49,4456.90,8159.68,12887.38,23904.34,31662.12,34171.67,35021.00,34338.71,44493.00
房地产开发投资:贵州:安顺市,百万人民币,3486.391667,14417822.17,3797.080743,0.738776537,-1.265158315,1.089114794,208.7,10048.11,1205.185,18,,,,,,,,,,,,,,,,,208.70,258.17,248.09,272.37,307.38,572.74,589.71,953.41,815.32,1456.96,2417.72,4097.20,6140.34,9190.28,9549.84,7603.06,8025.65,10048.11,
房地产开发投资:云南:昆明市,百万人民币,50889.05136,3465981658,58872.58834,1.049732901,-0.563811846,1.15688123,2800.3,168333.25,20847.73,22,,,,,,,,,,,,,2800.30,3116.12,5093.71,7220.81,6391.13,6614.66,6833.95,7007.00,8696.04,14935.27,18893.29,22802.17,27420.17,38214.56,44068.14,62597.11,91907.32,129171.00,149262.46,145130.67,153050.00,168333.25,
房地产开发投资:云南:曲靖市,百万人民币,6167.155455,41833151.16,6467.855221,0.589258703,-1.23809064,1.04875826,31.74,18369,3371.07,22,,,,,,,,,,,,,31.74,77.70,144.25,241.20,173.48,304.78,388.63,478.19,1000.00,1299.95,3143.31,3598.83,6803.87,8482.49,10156.04,14576.91,15380.43,18369.00,16317.52,14429.78,9375.00,10904.32,
房地产开发投资:云南:玉溪市,百万人民币,4330.752273,18485789.47,4299.510376,0.645419446,-1.086875424,0.992786035,157.13,12940,2580.725,22,,,,,,,,,,,,,157.13,,401.69,516.41,413.99,421.28,570.09,522.34,364.51,857.61,1300.10,2129.32,3032.13,4020.00,5754.47,6688.31,9056.68,10470.00,11145.51,6558.81,9868.78,8087.39,12940.00
房地产开发投资:云南:保山市,百万人民币,2982.062222,9523456.137,3086.009744,0.729067912,-1.127742776,1.034857596,82.13,8500.07,1585.645,18,,,,,,,,,,,,,,,,,107.80,82.13,86.60,212.60,629.38,700.90,492.00,725.20,1393.75,1777.54,2800.14,2930.45,5077.49,8251.83,7129.91,6606.79,6172.54,8500.07,
房地产开发投资:云南:昭通市,百万人民币,3062.635556,10519463.43,3243.372232,0.942586781,-0.297994511,1.059013445,18.6,10291,1607.13,18,,,,,,,,,,,,,,,,,,18.60,22.40,239.14,243.98,275.27,680.08,872.55,959.45,1471.07,1743.19,2509.18,3610.88,5041.34,7560.32,6334.28,5153.21,8101.50,10291.00
房地产开发投资:云南:丽江市,百万人民币,3045.821875,5070685.933,2251.818361,0.837258253,-0.201713578,0.739313871,268.96,7987.34,2301.245,16,,,,,,,,,,,,,,,,,,,268.96,1054.34,1131.60,1397.61,1223.64,1220.03,1465.00,2096.48,2506.01,3925.62,6416.51,7987.34,5572.47,4900.77,3475.16,4091.61,
房地产开发投资:云南:普洱市,百万人民币,2890.966667,5332762.035,2309.277384,0.28209836,-1.507787528,0.798790733,143.79,6719,2383.21,15,,,,,,,,,,,,,,,,,,,,177.74,143.79,470.95,472.84,1065.98,1335.76,1927.98,2383.21,4687.29,3016.27,4673.00,4870.21,6046.32,6719.00,5374.16,
房地产开发投资:云南:临沧市,百万人民币,4223.706429,18337567.6,4282.238621,0.920594247,-0.688188599,1.013858016,123.63,12481.52,2369.565,14,,,,,,,,,,,,,,,,,,,,123.63,,687.51,819.72,664.45,1049.03,1424.42,2075.48,2663.65,6265.48,9604.00,12481.52,11008.91,7462.00,2802.09,
房地产开发投资:西藏:拉萨,百万人民币,1790.856,3109944.832,1763.503567,1.227570134,0.03505105,0.984726615,230,5070,1101.88,10,,,,,,,,,,,,,,,,,,,,,,,,966.76,1237.00,1280.99,230.00,432.68,543.98,720.82,5070.00,4613.09,,2813.24,
房地产开发投资:陕西:西安市,百万人民币,69747.35955,5731504681,75706.70169,0.905780393,-0.601170776,1.085441832,2465.96,233333.73,33654.735,22,,,,,,,,,,,,,2465.96,2468.17,3821.42,4504.16,5247.94,6742.11,7896.89,12481.77,16340.41,21228.61,28576.05,38733.42,54571.03,69423.41,84234.47,99680.97,128190.13,159564.18,176188.18,183166.88,195582.02,233333.73,
房地产开发投资:陕西:铜川市,百万人民币,1212.310909,1505301.88,1226.907446,0.999603076,0.013048088,1.012040258,66.03,4274.44,491.72,22,,,,,,,,,,,,,66.03,146.44,267.07,273.49,289.99,253.37,148.53,267.77,321.50,375.00,458.44,525.00,670.00,1908.72,1418.45,2036.34,2251.82,2248.63,3165.85,2830.40,4274.44,2473.56,
房地产开发投资:陕西:宝鸡市,百万人民币,5424.109565,30695108.54,5540.316646,1.227421562,1.115648562,1.021424176,157.35,20183,3894,23,,,,,,,,,,,,,157.35,179.45,262.45,455.36,596.70,694.12,881.98,1300.44,1618.32,2208.57,2773.15,3894.00,5656.00,5849.04,6466.19,7271.04,7587.57,8127.23,9314.00,9477.98,13241.02,16559.56,20183.00
房地产开发投资:陕西:咸阳市,百万人民币,6903.883043,48709611.67,6979.227154,0.63059267,-1.158375672,1.010913295,80.73,19595.05,4212.66,23,,,,,,,,,,,,,80.73,128.32,295.04,361.13,319.44,435.37,654.94,1159.20,1246.49,2507.13,2703.54,4212.66,5478.30,7340.19,9384.33,11848.21,15176.38,17482.54,19595.05,18181.66,17886.39,10450.27,11862.00
房地产开发投资:陕西:渭南市,百万人民币,4056.153043,21924652.56,4682.376807,0.939372187,-0.304040302,1.154388593,50.55,15415,1611.13,23,,,,,,,,,,,,,68.19,50.55,65.57,107.23,230.16,182.68,203.87,382.08,407.91,818.72,1092.98,1611.13,2217.24,2819.80,4208.18,6821.49,8510.93,10133.25,8135.37,8732.88,9695.42,11380.89,15415.00
房地产开发投资:陕西:延安市,百万人民币,1562.201905,4774069.098,2184.964324,1.987119851,3.108018485,1.398644002,32.89,7783.8,645.23,21,,,,,,,,,,,,,,79.02,32.89,133.27,127.91,266.44,544.73,645.23,345.24,273.86,545.04,522.01,1037.94,818.05,813.49,807.81,2030.89,1840.45,2666.00,5098.24,7783.80,6393.93,
房地产开发投资:陕西:汉中市,百万人民币,3292.145455,10377024.41,3221.338916,0.789407782,-0.957557871,0.978492281,110.7,9761.34,1839.21,22,,,,,,,,,,,,,110.70,127.49,206.95,301.76,615.08,739.76,945.24,1270.00,1337.22,1248.93,1393.00,2285.42,2299.40,2421.10,3822.19,5721.37,7341.47,6909.05,8209.95,6819.75,8540.03,9761.34,
房地产开发投资:陕西:榆林市,百万人民币,2740.997368,7369915.5,2714.758829,0.938239505,-0.055856496,0.990427375,61.18,8965.47,2256.81,19,,,,,,,,,,,,,,,,155.29,70.28,61.18,286.57,482.69,539.06,483.39,1105.50,1345.40,2256.81,2298.01,3396.56,2912.47,5249.25,8965.47,7392.83,4699.03,4054.54,6324.62,
房地产开发投资:陕西:安康市,百万人民币,3332.844737,14435257.43,3799.375927,1.371295701,0.954651476,1.139979875,336,12992,1266.76,19,,,,,,,,,,,,,,,,,336.00,447.71,575.05,669.69,727.51,657.73,652.68,632.36,977.65,1266.76,1665.44,2232.46,3640.15,5053.14,5348.16,6550.20,9511.87,9387.49,12992.00
房地产开发投资:陕西:商洛市,百万人民币,956.7983333,687256.599,829.0094083,0.317003648,-1.685680535,0.866441108,19.87,2224,705,18,,,,,,,,,,,,,,,,,,19.87,65.06,79.05,162.52,176.82,192.00,231.95,544.78,590.00,820.00,1097.96,1419.89,1716.27,1834.63,1935.00,2005.68,2106.89,2224.00
房地产开发投资:甘肃:兰州市,百万人民币,14999.45522,273284320.8,16531.31334,1.261150478,0.67030608,1.102127584,1339.9,58662,7444.76,23,,,,,,,,,,,,,1339.90,1442.43,1559.28,1711.29,2003.06,2291.70,2514.22,3014.56,4466.21,5310.36,5384.17,7444.76,9242.72,9907.76,11828.15,15967.24,22330.93,28680.54,33653.82,33901.49,39115.00,43215.88,58662.00
房地产开发投资:甘肃:嘉峪关市,百万人民币,1100.267391,1662305.484,1289.304264,1.096192524,0.23396952,1.171809938,0,4198.83,344.97,23,,,,,,,,,,,,,2.52,3.39,3.63,3.00,0.00,5.58,32.91,237.17,227.63,323.39,173.31,344.97,851.90,1090.98,1176.73,1228.04,1948.74,2248.36,2265.40,2598.47,3791.20,4198.83,2550.00
房地产开发投资:甘肃:金昌市,百万人民币,591.8936842,498078.2748,705.7466081,1.360468934,0.967037918,1.192353672,0,2321.69,252.67,19,,,,,,,,,,,,,9.57,9.40,14.48,,0.00,,,42.00,59.60,119.72,252.67,179.97,198.85,597.90,482.56,644.07,767.62,914.25,976.79,1906.36,2321.69,1748.48,
房地产开发投资:甘肃:白银市,百万人民币,970.6636364,1225997.06,1107.247515,0.871930357,-0.927406944,1.140711853,34.26,2993.81,369.63,22,,,,,,,,,,,,,46.88,50.21,50.00,40.68,34.26,47.75,71.98,128.58,237.79,270.31,312.08,427.18,627.96,683.68,1175.17,1521.88,1986.64,2281.92,2700.92,2993.81,2748.13,2916.79,
房地产开发投资:甘肃:天水市,百万人民币,1782.141364,3260081.021,1805.569445,1.057046615,0.32879751,1.013146029,98.16,6418.46,1142.3,22,,,,,,,,,,,,,98.16,135.09,212.23,194.46,291.57,240.68,246.89,471.55,630.84,599.15,991.46,1293.14,1425.63,1506.20,2351.28,2788.06,3601.36,3900.57,3499.47,3598.67,4712.19,6418.46,
房地产开发投资:甘肃:武威市,百万人民币,1633.231176,2559885.948,1599.964358,1.344378089,1.494632433,0.979631286,93.37,5798.54,1044.07,17,,,,,,,,,,,,,,,,,,93.37,121.73,224.77,343.02,416.00,581.99,849.71,918.42,1044.07,1117.91,1482.58,2289.85,3078.97,2409.39,2832.51,4162.10,5798.54,
房地产开发投资:甘肃:张掖市,百万人民币,2293.630588,5200403.108,2280.439236,0.497101841,-1.755762532,0.994248702,205.68,5824,807.5,17,,,,,,,,,,,,,,,,,,,255.16,205.68,231.09,276.09,356.07,468.67,484.44,490.21,807.50,1538.65,3109.27,4545.08,4656.97,5353.30,5181.78,5207.76,5824.00
房地产开发投资:甘肃:平凉市,百万人民币,2328.7325,5215254.012,2283.693064,0.907811608,-0.606160656,0.980659249,166.31,6659.35,1456.51,16,,,,,,,,,,,,,,,,,,,166.31,177.09,275.62,507.74,575.16,675.94,867.60,1272.00,1641.02,1650.80,2966.67,4004.86,3840.48,6659.35,5576.02,6403.06,
房地产开发投资:甘肃:酒泉市,百万人民币,1856.779375,2378775.935,1542.328089,0.367304441,-1.672224198,0.830646931,215.29,4209.59,1213.68,16,,,,,,,,,,,,,,,,,,,215.29,230.32,307.53,392.66,378.02,585.23,960.88,1053.16,1374.20,2583.51,2829.05,4122.16,3834.99,4209.59,3302.88,3329.00,
房地产开发投资:甘肃:庆阳市,百万人民币,2316.871765,5014148.852,2239.229522,0.524035193,-1.323104007,0.96648833,48.89,6671.72,1228.93,17,,,,,,,,,,,,,,,,,,,48.89,121.90,134.04,336.20,370.78,409.20,434.31,1078.40,1228.93,1746.89,5073.07,6671.72,3960.28,4183.17,4796.69,4290.35,4502.00
房地产开发投资:甘肃:定西市,百万人民币,2284.049333,4242844.511,2059.816621,0.556904626,-1.150896448,0.901826677,137.6,6043.47,1831.49,15,,,,,,,,,,,,,,,,,,,,137.60,165.67,243.90,301.66,553.20,803.34,995.19,1831.49,2360.57,4521.08,6043.47,4419.31,3111.53,3403.58,5369.15,
房地产开发投资:甘肃:陇南市,百万人民币,641.4128571,384126.8453,619.7796748,0.797125796,-0.664866404,0.966272609,47.53,1784.24,456.87,14,,,,,,,,,,,,,,,,,,,,,47.53,48.22,53.54,55.00,144.76,367.49,313.86,546.25,595.32,951.61,1066.51,1287.40,1784.24,1718.05,
房地产开发投资:青海:西宁市,百万人民币,10246.54696,137961002.4,11745.68016,1.027239505,-0.481301538,1.146306186,207.01,35133.37,3159.91,23,,,,,,,,,,,,,207.01,224.88,784.01,1111.49,1182.05,1393.43,1505.46,1889.50,2286.38,2707.17,2938.10,3159.91,4539.23,6383.93,9540.48,11728.54,15822.62,19528.87,24686.49,28042.95,31649.71,35133.37,29225.00
房地产开发投资:宁夏:银川市,百万人民币,15099.42174,253714875.8,15928.4298,0.825862051,-0.891529079,1.054903298,405.56,47494.14,6271.54,23,,,,,,,,,,,,,405.56,454.02,841.41,936.80,1173.17,1766.16,2364.00,3935.50,4532.07,5661.34,5768.08,6271.54,7861.59,9995.84,16081.88,21478.34,27570.23,33080.94,38889.52,40917.11,47494.14,40282.46,29525.00
房地产开发投资:宁夏:石嘴山市,百万人民币,2098.334348,5501629.658,2345.555298,1.151528655,0.219434824,1.117817711,58.49,7871.71,825,23,,,,,,,,,,,,,65.21,58.49,140.40,167.21,179.71,196.79,291.02,494.59,770.28,582.67,806.27,1442.00,1572.42,1974.59,3346.58,4621.08,4848.64,6557.74,7871.71,5373.76,4214.74,1860.79,825.00
房地产开发投资:宁夏:吴忠市,百万人民币,2579.205238,6718449.983,2591.997296,0.684717171,-1.16339339,1.00495969,146.6,7352.07,975.54,21,,,,,,,,,,,,,,,146.60,196.01,226.19,349.97,355.54,532.65,281.77,649.68,617.41,684.21,975.54,2043.73,2773.53,3719.83,3794.99,5612.95,6840.75,4478.68,6471.21,7352.07,6060.00
房地产开发投资:宁夏:固原市,百万人民币,2885.194118,11658354.06,3414.433197,0.96468327,-0.554153738,1.183432746,30.46,9966.98,941.79,17,,,,,,,,,,,,,,,,,,,30.46,125.98,177.35,93.66,226.41,290.36,382.18,698.03,941.79,1623.27,2143.17,4539.63,7033.39,6829.88,8675.76,9966.98,5270.00
房地产开发投资:宁夏:中卫市,百万人民币,2957.572,5477962.434,2340.504739,0.204539166,-1.821452083,0.79136019,229.61,6105.56,2180.37,15,,,,,,,,,,,,,,,,,,,,,229.61,464.13,276.20,553.71,945.04,1554.89,1557.27,2180.37,4558.26,6105.56,4844.58,5764.35,5960.62,5821.99,3547.00
房地产开发投资:新疆:乌鲁木齐市,百万人民币,15864.32,278062011.8,16675.19151,1.323537437,1.196129727,1.051112907,979.57,62359,8179.58,23,,,,,,,,,,,,,1240.33,1233.25,979.57,1627.38,4259.04,6179.86,5096.72,4849.27,3623.39,3841.86,5310.84,8179.58,9996.31,11329.55,14563.63,19803.81,23383.04,28753.05,35943.72,38836.61,30616.00,42873.55,62359.00
房地产开发投资:新疆:克拉玛依市,百万人民币,1386.886818,1837327.743,1355.480632,0.894673553,-0.515891039,0.977354903,3.04,4274.68,850.78,22,,,,,,,,,,,,,5.30,,134.63,3.04,44.80,149.23,249.77,458.01,732.90,1200.79,692.73,664.47,812.24,1005.83,889.32,1332.46,2533.32,4274.68,3795.52,3466.03,2650.00,3276.44,2140.00
