"点击这里以选择指标，然后再点击""更新""或""下载编辑""按钮更新或新增及移除数列",单位,平均,方差,标准差,偏度,峰度,变异系数,最小,最大,中位数,观测次数,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
企业存款:广西:桂林市,百万人民币,31982.11846,749465821.3,27376.37341,0.846832952,-1.20758518,0.855989995,8350,78278,14908,13,,,,,,,,,,,,,,,,,,,,,,,,8350.00,9370.00,10430.00,10830.00,12410.00,14217.00,14908.00,25758.00,28884.00,61545.00,68783.54,72004.00,78278.00,,
企业存款:广西:梧州市,百万人民币,10570.20581,107664679.6,10376.15919,0.899492763,-1.104442251,0.981642116,2000,28842.52549,4192,13,,,,,,,,,,,,,,,,,,,,,,,,2000.00,2350.00,2830.00,2660.00,3220.00,3421.00,4192.00,7160.00,9256.00,21621.00,24263.15,25597.00,28842.53,,
企业存款:广西:北海市,百万人民币,9523.610857,71736485.21,8469.739383,0.864177446,-0.938303917,0.889341187,2380,24749.83632,4634,13,,,,,,,,,,,,,,,,,,,,,,,,2440.00,2970.00,2550.00,2380.00,2750.00,3739.89,4634.00,8383.00,9933.00,17316.00,18949.21,23012.00,24749.84,,
企业存款:广西:防城港市,百万人民币,6627.795946,50396760.4,7099.067573,0.956099597,-0.881068982,1.071105331,810,18129.38,2787.99,12,,,,,,,,,,,,,,,,,,,,,,,,810.00,910.00,1080.00,1220.00,1540.00,2277.98,3298.00,6702.00,8643.00,,16824.18,18129.38,18099.01,,
企业存款:广西:钦州市,百万人民币,10244.22385,105104143.4,10252.03119,0.708878022,-1.406572642,1.000762121,1070,26628,3991,13,,,,,,,,,,,,,,,,,,,,,,,,1070.00,1320.00,1800.00,1790.00,2240.00,3089.29,3991.00,9525.00,11341.00,21736.00,23399.00,25245.62,26628.00,,
企业存款:广西:贵港市,百万人民币,8165.094615,62328987.97,7894.870992,1.171983844,-0.250747401,0.966905022,1820,22852,4015,13,,,,,,,,,,,,,,,,,,,,,,,,1820.00,1850.00,2320.00,2570.00,2630.00,3284.23,4015.00,6690.00,7731.00,9180.00,19553.00,21651.00,22852.00,,
企业存款:广西:玉林市,百万人民币,10658.06333,106459798.5,10317.93577,1.165766021,-0.54280511,0.968087301,2880,27790.76,4882.5,12,,,,,,,,,,,,,,,,,,,,,,,,2880.00,3260.00,3560.00,3470.00,4070.00,4370.00,5395.00,8562.00,10215.00,,26804.00,27520.00,27790.76,,
企业存款:广西:百色市,百万人民币,12205.46154,142480291.3,11936.51085,0.88410456,-1.120680267,0.977964726,1900,32846,5504,13,,,,,,,,,,,,,,,,,,,,,,,,1900.00,2270.00,2730.00,3490.00,3630.00,4504.00,5504.00,9367.00,9744.00,24755.00,27989.00,29942.00,32846.00,,
企业存款:广西:贺州市,百万人民币,4923.36,31232926.88,5588.642669,1.351120517,0.103588552,1.135127772,750,16189,2267,12,,,,,,,,,,,,,,,,,,,,,,,,750.00,990.00,1370.00,1560.00,2890.00,1706.32,1799.00,2735.00,3290.00,,12249.00,13552.00,16189.00,,
企业存款:广西:河池市,百万人民币,11165.03418,91714231.19,9576.754732,0.9320012,-0.914878065,0.857745223,2830,28317.78436,6423,13,,,,,,,,,,,,,,,,,,,,,,,,2830.00,3160.00,3780.00,3750.00,4460.00,4996.00,6423.00,9035.00,9014.00,20023.00,23108.00,26248.66,28317.78,,
企业存款:广西:来宾市,百万人民币,6503.615385,49887968.26,7063.141529,1.279075818,-0.1439757,1.086033093,870,19199,2681,13,,,,,,,,,,,,,,,,,,,,,,,,870.00,1230.00,1690.00,1970.00,2130.00,2449.00,2681.00,4278.00,5769.00,5705.00,18010.00,18566.00,19199.00,,
企业存款:广西:崇左市,百万人民币,6912.523043,48482090.31,6962.908179,0.823678606,-1.427548818,1.007288965,1090,18124.27652,2812.5,12,,,,,,,,,,,,,,,,,,,,,,,,,1090.00,1460.00,1630.00,1900.00,2247.00,2283.00,3342.00,4239.00,13886.00,16097.00,16652.00,18124.28,,
企业存款:海南:海口市,百万人民币,67611.82727,2834222222,53237.41374,1.044493683,-0.204727165,0.787397943,16520,167705,46410.1,11,,,,,,,,,,,,,,,,,,,,,,,,16520.00,23320.00,25310.00,28680.00,35880.00,46410.10,59980.00,81686.00,104962.00,,153277.00,167705.00,,,
企业存款:海南:三亚市,百万人民币,10121.22222,88562219.44,9410.750206,1.214070107,0.144540316,0.929803733,1950,27718,5790,9,,,,,,,,,,,,,,,,,,,,,,,,1950.00,3110.00,3520.00,3750.00,5790.00,10050.00,11767.00,23436.00,27718.00,,,,,,
企业存款:重庆,百万人民币,217015.3378,1.44304E+11,379873.0113,1.982870472,2.613663881,1.750443149,1132,1278824,45661.08,36,,1132.00,1186.00,1244.00,1529.00,2540.00,2287.00,2794.00,3184.00,3822.00,3927.00,4851.00,6376.00,8375.00,8957.00,14326.00,19338.00,26642.00,42942.00,48380.16,54400.00,64554.00,75081.00,90943.00,109815.00,123085.00,133705.00,155198.00,199771.00,237748.00,377043.00,479418.00,852282.00,1030685.00,1224708.00,1278824.00,,1121460.00
企业存款:四川:成都市,百万人民币,267005.7767,35129939877,187429.8265,1.214807016,0.136496671,0.701969182,98550,614659,194240,9,,,,,,,,,,,,,,,,,,,,,,,,98550.00,121240.00,138380.00,149370.00,194240.00,245191.99,304203.00,537218.00,614659.00,,,,,,
企业存款:四川:自贡市,百万人民币,9097.947385,31034256.73,5570.839859,1.251445177,0.795323839,0.61231832,2610,21377,7818,13,,,,,,,,,,,,,,,,,,,,,,,,2610.00,4880.00,5660.00,5370.00,4990.00,6506.01,7864.00,8463.00,7818.00,10581.31,13925.00,18229.00,21377.00,,
企业存款:四川:攀枝花市,百万人民币,8309.643333,14530493.01,3811.888379,0.571990641,-1.437988918,0.458730685,3920,14215,6870,9,,,,,,,,,,,,,,,,,,,,,,,,3920.00,4940.00,5600.00,5860.00,6870.00,8418.79,12987.00,11976.00,14215.00,,,,,,
企业存款:四川:泸州市,百万人民币,7933.305556,15324526.09,3914.655296,1.095503281,0.217250495,0.493445673,4500,15510,6850,9,,,,,,,,,,,,,,,,,,,,,,,,4500.00,4700.00,4860.00,4960.00,6850.00,8299.75,9096.00,12624.00,15510.00,,,,,,
企业存款:四川:德阳市,百万人民币,21179.05889,173249457.7,13162.42598,1.035166955,-0.219220303,0.621483044,7080,44691,15440,9,,,,,,,,,,,,,,,,,,,,,,,,7080.00,9880.00,15230.00,15440.00,14940.00,16714.53,26805.00,39831.00,44691.00,,,,,,
企业存款:四川:绵阳市,百万人民币,22845.64333,176836285.6,13297.98051,1.15841805,-0.242152866,0.582079494,11000,45270,16740,9,,,,,,,,,,,,,,,,,,,,,,,,11000.00,12060.00,14670.00,15110.00,16740.00,19177.79,27348.00,45270.00,44235.00,,,,,,
企业存款:四川:广元市,百万人民币,5040.988889,19335305.68,4397.192931,1.386490313,0.778166643,0.872287765,1810,13981,2560,9,,,,,,,,,,,,,,,,,,,,,,,,1810.00,2210.00,2200.00,2100.00,2560.00,3303.90,7013.00,10191.00,13981.00,,,,,,
企业存款:四川:遂宁市,百万人民币,3861.731111,3756886.236,1938.268876,1.254870735,0.534764538,0.501917099,2110,7714,2700,9,,,,,,,,,,,,,,,,,,,,,,,,2110.00,2700.00,2580.00,2500.00,2680.00,3732.58,4551.00,6188.00,7714.00,,,,,,
企业存款:四川:内江市,百万人民币,3340.568889,3396160.993,1842.8676,1.406011543,1.081113119,0.551662804,1750,7124,2500,9,,,,,,,,,,,,,,,,,,,,,,,,1750.00,1940.00,2040.00,2430.00,2500.00,3031.12,3692.00,5558.00,7124.00,,,,,,
企业存款:四川:乐山市,百万人民币,16986.78455,394321760.1,19857.53661,1.766629476,2.161054876,1.168999145,3030,62722,8082.63,11,,,,,,,,,,,,,,,,,,,,,,,,3030.00,3690.00,4870.00,5140.00,6700.00,8082.63,9232.00,14943.00,21009.00,,47436.00,,62722.00,,
企业存款:四川:南充市,百万人民币,8411.271111,32246456.78,5678.596374,1.113079985,0.052857309,0.675117506,3480,19358,5660,9,,,,,,,,,,,,,,,,,,,,,,,,3480.00,3750.00,4190.00,4850.00,5660.00,7805.44,11604.00,15004.00,19358.00,,,,,,
企业存款:四川:眉山市,百万人民币,3465.993333,4309399.075,2075.909217,0.973819902,-0.599913427,0.598936298,1460,6963,2560,9,,,,,,,,,,,,,,,,,,,,,,,,1460.00,1730.00,2120.00,2070.00,2560.00,3260.94,4469.00,6561.00,6963.00,,,,,,
企业存款:四川:宜宾市,百万人民币,14714.74778,69995681.18,8366.342162,1.2606192,0.808683154,0.568568506,7170,31667.86,11350,9,,,,,,,,,,,,,,,,,,,,,,,,7170.00,7930.00,8370.00,9910.00,11350.00,14949.98,16871.00,24213.89,31667.86,,,,,,
企业存款:四川:广安市,百万人民币,2497.026667,2364290.756,1537.625038,1.600153459,2.091347883,0.615782386,1180,5851,1890,9,,,,,,,,,,,,,,,,,,,,,,,,1180.00,1410.00,1490.00,1610.00,1890.00,2297.24,2663.00,4082.00,5851.00,,,,,,
企业存款:四川:达州市,百万人民币,5734.027778,10952081.63,3309.39294,0.79464822,-0.301090367,0.577149792,2030,11838,4960,9,,,,,,,,,,,,,,,,,,,,,,,,2030.00,2540.00,3350.00,3930.00,4960.00,5952.25,7632.00,9374.00,11838.00,,,,,,
企业存款:四川:雅安市,百万人民币,4507.095714,9117836.577,3019.575562,1.183941779,0.617046996,0.669960381,1650,10041,3050,7,,,,,,,,,,,,,,,,,,,,,,,,1650.00,,2470.00,2520.00,3050.00,4969.67,6849.00,,10041.00,,,,,,
企业存款:四川:巴中市,百万人民币,2019.26,2738075.998,1654.713268,1.473777362,1.520263345,0.819465184,630,5515,1480,9,,,,,,,,,,,,,,,,,,,,,,,,630.00,680.00,890.00,1080.00,1480.00,1805.34,2223.00,3870.00,5515.00,,,,,,
企业存款:四川:资阳市,百万人民币,3579.36,8044157.936,2836.222477,1.250137025,0.486301811,0.79238257,970,9153,2400,9,,,,,,,,,,,,,,,,,,,,,,,,970.00,1370.00,1840.00,1720.00,2400.00,3149.24,4460.00,7152.00,9153.00,,,,,,
企业存款:贵州:贵阳市,百万人民币,57974.01778,639357175,25285.51315,1.330595952,1.850109109,0.436152506,30380,112200,51320,9,,,,,,,,,,,,,,,,,,,,,,,,30380.00,35260.00,43710.00,47560.00,51320.00,56806.16,64171.00,80359.00,112200.00,,,,,,
企业存款:贵州:六盘水市,百万人民币,10161.66792,76746840.89,8760.527432,2.904772407,8.818063365,0.862115108,4360,34538,7476.8396,10,,,,,,,,,,,,,,,,,,,,,,,,4360.00,5570.00,7370.00,6730.00,6530.00,7583.68,8623.00,10177.00,10135.00,,34538.00,,,,
企业存款:贵州:遵义市,百万人民币,16073.03556,50568818.36,7111.175596,0.788647565,-0.629019283,0.44242891,7920,28305.97,14276.2,9,,,,,,,,,,,,,,,,,,,,,,,,7920.00,9240.00,11810.00,12940.00,14280.00,14276.20,20400.00,25485.15,28305.97,,,,,,
企业存款:贵州:安顺市,百万人民币,4398.748889,4622540.853,2150.009501,1.856657119,3.132935194,0.488777504,2620,9299,3650,9,,,,,,,,,,,,,,,,,,,,,,,,2620.00,2800.00,3650.00,3730.00,3620.00,3357.74,4015.00,6497.00,9299.00,,,,,,
企业存款:云南:昆明市,百万人民币,146280.3333,5961249976,77209.13143,0.795925635,-0.551821475,0.527816212,60250,279790,121990,9,,,,,,,,,,,,,,,,,,,,,,,,60250.00,71410.00,96010.00,104490.00,121990.00,153046.00,178937.00,250600.00,279790.00,,,,,,
企业存款:云南:曲靖市,百万人民币,31755.75,695411076.8,26370.64802,1.093369817,-0.517631459,0.8304212,8100,77130,21525.5,12,,,,,,,,,,,,,,,,,,,,,,,,8100.00,9790.00,12100.00,13010.00,14770.00,20400.00,22651.00,27971.00,30823.00,,68291.00,76033.00,77130.00,,
企业存款:云南:玉溪市,百万人民币,19553.5,36906472,6075.069712,0.776819324,-0.807671788,0.310689632,12450,29430,17110,8,,,,,,,,,,,,,,,,,,,,,,,,12450.00,15570.00,16490.00,15510.00,17730.00,,21979.00,27269.00,29430.00,,,,,,
企业存款:云南:保山市,百万人民币,3388.875,3615354.696,1901.408608,1.167172429,0.920362883,0.561073692,1480,7103,2820,8,,,,,,,,,,,,,,,,,,,,,,,,1480.00,1670.00,2320.00,2560.00,3080.00,,3840.00,5058.00,7103.00,,,,,,
企业存款:云南:昭通市,百万人民币,5592,9505052.286,3083.026482,0.965935309,-0.375136475,0.551328055,2620,11036,4405,8,,,,,,,,,,,,,,,,,,,,,,,,2870.00,2620.00,3630.00,4000.00,4810.00,,6631.00,9139.00,11036.00,,,,,,
企业存款:云南:丽江市,百万人民币,4001.555556,4244803.528,2060.292098,1.142392279,1.164228184,0.514872796,1510,8243,3020,9,,,,,,,,,,,,,,,,,,,,,,,,1510.00,2520.00,3000.00,2880.00,3020.00,4240.00,4626.00,5975.00,8243.00,,,,,,
企业存款:云南:普洱市,百万人民币,3566,2910375.143,1705.982164,1.205744049,0.733271936,0.478402177,1910,6862,2960,8,,,,,,,,,,,,,,,,,,,,,,,,1910.00,2110.00,2800.00,2590.00,3120.00,,3897.00,5239.00,6862.00,,,,,,
企业存款:云南:临沧市,百万人民币,2462.125,1849513.268,1359.968113,1.35278851,0.035651084,0.55235543,1480,4855,1795,8,,,,,,,,,,,,,,,,,,,,,,,,1590.00,1480.00,1640.00,1580.00,1950.00,,2212.00,4390.00,4855.00,,,,,,
企业存款:西藏:拉萨,百万人民币,19547.44444,37403619.03,6115.849821,0.987679647,0.197895788,0.312872091,13060,31259,18200,9,,,,,,,,,,,,,,,,,,,,,,,,13060.00,13710.00,15340.00,16280.00,18200.00,21390.00,26771.00,31259.00,19917.00,,,,,,
企业存款:陕西:西安市,百万人民币,180222.4356,8996929418,94852.14504,1.091670043,-0.105193548,0.526305977,88470,355678,137490,9,,,,,,,,,,,,,,,,,,,,,,,,88470.00,104140.00,116000.00,123720.00,137490.00,170211.92,218493.00,307799.00,355678.00,,,,,,
企业存款:陕西:铜川市,百万人民币,3130.111111,1950816.861,1396.716457,0.675162116,0.044236433,0.44621945,1210,5723,2810,9,,,,,,,,,,,,,,,,,,,,,,,,1210.00,2000.00,2810.00,2380.00,2380.00,3166.00,3953.00,4549.00,5723.00,,,,,,
企业存款:陕西:宝鸡市,百万人民币,13408.55556,46866523.78,6845.912925,0.675945652,-0.809351397,0.510563043,6060,25156,12230,9,,,,,,,,,,,,,,,,,,,,,,,,6060.00,6890.00,7690.00,9000.00,12230.00,15100.00,16518.00,22033.00,25156.00,,,,,,
企业存款:陕西:咸阳市,百万人民币,13230.44444,54384992.53,7374.618128,1.221982801,0.588843299,0.557397611,6500,27893,10780,9,,,,,,,,,,,,,,,,,,,,,,,,6500.00,7370.00,7740.00,8450.00,10780.00,13146.00,15146.00,22049.00,27893.00,,,,,,
企业存款:陕西:渭南市,百万人民币,11130.66667,44316896.75,6657.093716,0.834135933,-0.525957073,0.598085803,3990,22941,9050,9,,,,,,,,,,,,,,,,,,,,,,,,3990.00,5080.00,6190.00,7260.00,9050.00,11610.00,14386.00,19669.00,22941.00,,,,,,
企业存款:陕西:延安市,百万人民币,10250.55556,25180040.28,5017.971729,-0.050068461,-1.618201111,0.489531685,3500,17386,11090,9,,,,,,,,,,,,,,,,,,,,,,,,3500.00,4570.00,5750.00,7830.00,11090.00,12718.00,14497.00,14914.00,17386.00,,,,,,
企业存款:陕西:汉中市,百万人民币,8413.111111,15616124.86,3951.72429,1.069540812,0.218249085,0.469710222,4170,15925,7470,9,,,,,,,,,,,,,,,,,,,,,,,,4170.00,5030.00,5790.00,6300.00,7470.00,8073.00,9494.00,13466.00,15925.00,,,,,,
企业存款:陕西:榆林市,百万人民币,15896,220237031,14840.38514,1.118091376,0.113142428,0.933592422,2299,43771,12440,9,,,,,,,,,,,,,,,,,,,,,,,,3230.00,4700.00,6120.00,12440.00,16040.00,18581.00,2299.00,35883.00,43771.00,,,,,,
企业存款:陕西:安康市,百万人民币,3917.555556,3230843.028,1797.454597,1.315988646,0.948393178,0.458820448,2160,7583,3090,9,,,,,,,,,,,,,,,,,,,,,,,,2160.00,2500.00,2880.00,2990.00,3090.00,3608.00,4454.00,5993.00,7583.00,,,,,,
企业存款:陕西:商洛市,百万人民币,3455,3750024.25,1936.497934,0.805802193,-0.133506328,0.560491443,1430,7089,3170,9,,,,,,,,,,,,,,,,,,,,,,,,1430.00,1520.00,1810.00,2420.00,3170.00,3995.00,4118.00,5543.00,7089.00,,,,,,
企业存款:甘肃:兰州市,百万人民币,222326.6158,1.09157E+11,330388.9677,2.766626383,8.233777993,1.48605225,39390,1202023,76680.315,12,,,,,,,,,,,,,,,,,,,,,,,,39390.00,47430.00,55250.00,58660.00,63000.00,69649.86,83710.77,1202023.00,108618.78,218841.24,,321723.74,399622.00,,
企业存款:甘肃:嘉峪关市,百万人民币,6641.115833,40612673.7,6372.807364,1.297174853,0.459456244,0.959598887,1240,19887,4293.44,12,,,,,,,,,,,,,,,,,,,,,,,,1240.00,1710.00,1890.00,1990.00,2560.00,3209.88,5377.00,6816.00,5610.00,12199.40,,17204.11,19887.00,,
企业存款:甘肃:金昌市,百万人民币,4545.805455,6594234.016,2567.924067,0.914339668,-0.028303938,0.564899685,1390,9333.33,3860,11,,,,,,,,,,,,,,,,,,,,,,,,1390.00,1750.00,3420.00,3250.00,4150.00,6530.63,4164.00,3860.00,3539.00,8616.90,,9333.33,,,
企业存款:甘肃:白银市,百万人民币,8506.274545,40719275.16,6381.165658,0.878786885,-0.024281585,0.750171609,1790,21323.52,6884.28,11,,,,,,,,,,,,,,,,,,,,,,,,1790.00,2360.00,2740.00,3670.00,5080.00,6884.28,10899.00,11070.00,10790.00,16962.22,,21323.52,,,
企业存款:甘肃:天水市,百万人民币,7060.879091,49476622.09,7033.962048,1.836048275,2.757786155,0.996187862,2130,23959.52,4004.95,11,,,,,,,,,,,,,,,,,,,,,,,,2130.00,2230.00,2330.00,2740.00,3780.00,4004.95,4580.00,7114.00,8087.00,16714.20,,23959.52,,,
企业存款:甘肃:武威市,百万人民币,4723.205455,30299092.21,5504.461119,2.058755619,3.37914894,1.165407936,1430,18234.23,2133.48,11,,,,,,,,,,,,,,,,,,,,,,,,1430.00,1840.00,1830.00,1780.00,1900.00,2133.48,2696.00,3412.00,4023.00,12676.55,,18234.23,,,
企业存款:甘肃:张掖市,百万人民币,4389.31,21231838.08,4607.801871,1.970822957,3.235688697,1.049778182,1200,15683.69,2376.24,11,,,,,,,,,,,,,,,,,,,,,,,,1200.00,1550.00,1850.00,1680.00,2070.00,2376.24,2659.00,3988.00,4501.00,10724.48,,15683.69,,,
企业存款:甘肃:平凉市,百万人民币,7925.470769,63626994.66,7976.653099,0.979494629,-0.785070885,1.006457954,790,21339,4583,13,,,,,,,,,,,,,,,,,,,,,,,,790.00,1580.00,1840.00,1840.00,2100.00,2698.99,4583.00,5900.00,6500.00,13013.84,,21295.29,19551.00,21339.00,
企业存款:甘肃:酒泉市,百万人民币,9945.116364,92249127.62,9604.640942,1.883183501,2.900543811,0.965764561,1250,33026.33,5803.02,11,,,,,,,,,,,,,,,,,,,,,,,,1250.00,4290.00,5380.00,5470.00,5200.00,5803.02,6498.00,9113.00,9674.00,23691.93,,33026.33,,,
企业存款:甘肃:庆阳市,百万人民币,4919.763636,31547892.8,5616.75109,1.960215849,3.28179427,1.141670923,1310,18763.45,2342.02,11,,,,,,,,,,,,,,,,,,,,,,,,1310.00,1580.00,1540.00,1650.00,1780.00,2342.02,2679.00,4307.00,5845.00,12320.93,,18763.45,,,
企业存款:甘肃:定西市,百万人民币,4237.740909,30153096.53,5491.183527,2.154312741,4.366354975,1.295780852,900,18378.15,1552.42,11,,,,,,,,,,,,,,,,,,,,,,,,3950.00,900.00,1060.00,960.00,1020.00,1552.42,1414.00,2980.00,3676.00,10724.58,,18378.15,,,
企业存款:甘肃:陇南市,百万人民币,7678.925833,70807806.19,8414.73744,1.255398024,-0.142397315,1.095822205,1320,22940.24,3777.555,12,,,,,,,,,,,,,,,,,,,,,,,,1320.00,1410.00,1650.00,1840.00,2630.00,2938.11,4617.00,5386.00,6730.00,17939.76,,22940.24,22746.00,,
企业存款:青海:西宁市,百万人民币,52369.53167,2545124285,50449.22482,1.377950006,0.659806229,0.963331602,12360,161322.75,30438.4,12,,,,,,,,,,,,,,,,,,,,,,,,12360.00,14790.00,16200.00,16970.00,20550.00,27831.80,33045.00,45501.00,47913.00,101749.68,130201.15,161322.75,,,
企业存款:宁夏:银川市,百万人民币,29230.22222,130215317.4,11411.19264,1.020224703,0.155202413,0.390390212,17910,51110,26910,9,,,,,,,,,,,,,,,,,,,,,,,,19870.00,17910.00,19510.00,22000.00,26910.00,31160.00,31774.00,42828.00,51110.00,,,,,,
企业存款:宁夏:石嘴山市,百万人民币,4034.222222,2668022.694,1633.408306,1.122663025,0.111381063,0.404888034,2110,6783,3470,9,,,,,,,,,,,,,,,,,,,,,,,,2110.00,3450.00,3070.00,3480.00,3040.00,3470.00,4192.00,6713.00,6783.00,,,,,,
企业存款:宁夏:吴忠市,百万人民币,3396.444444,1883495.028,1372.404834,1.237824218,1.225294061,0.404071038,2110,6268,3000,9,,,,,,,,,,,,,,,,,,,,,,,,2610.00,3000.00,2110.00,2190.00,2320.00,3505.00,3970.00,4595.00,6268.00,,,,,,
企业存款:宁夏:固原市,百万人民币,1293.777778,1340921.694,1157.981733,2.187209731,4.873189698,0.895039127,570,4101,700,9,,,,,,,,,,,,,,,,,,,,,,,,700.00,690.00,570.00,620.00,630.00,951.00,1318.00,2064.00,4101.00,,,,,,
企业存款:宁夏:中卫市,百万人民币,2015,1324917.667,1151.050679,0.836621534,0.108285189,0.571241032,770,4016,1941,7,,,,,,,,,,,,,,,,,,,,,,,,,,770.00,930.00,1450.00,1941.00,2038.00,2960.00,4016.00,,,,,,
企业存款:新疆:乌鲁木齐市,百万人民币,138753.6923,14550352665,120624.8427,1.025100766,-0.538869597,0.869345101,34290,369589,78490,13,,,,,,,,,,,,,,,,,,,,,,,,34290.00,38490.00,42940.00,46150.00,53070.00,77853.00,78490.00,99329.00,120590.00,230878.00,278146.00,333983.00,369589.00,,
企业存款:新疆:克拉玛依市,百万人民币,32902.61538,1082263167,32897.76841,0.703169893,-1.372143357,0.999852687,4750,86080,9273,13,,,,,,,,,,,,,,,,,,,,,,,,4750.00,5500.00,5660.00,6790.00,7340.00,9273.00,9263.00,24123.00,51144.00,86080.00,70014.00,85577.00,62220.00,,
