"点击这里以选择指标，然后再点击""更新""或""下载编辑""按钮更新或新增及移除数列",单位,平均,方差,标准差,偏度,峰度,变异系数,最小,最大,中位数,观测次数,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
常住人口数:北京,千人,14136.07317,19736764.87,4442.607891,0.598526624,-1.0930762170000001,0.31427454,8715.0,21729.0,12572.0,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8715.0,8971.0,9043.0,9192.0,9350.0,9500.0,9650.0,9810.0,10280.0,10470.0,10610.0,10750.0,10860.0,10940.0,11020.0,11120.0,11250.0,12511.0,12594.0,12400.0,12456.0,12572.0,13636.0,13851.0,14232.0,14564.0,14927.0,15380.0,16010.0,16760.0,17710.0,18600.0,19619.0,20186.0,20693.0,21148.0,21516.0,21705.0,21729.0,21707.0,21542.0
常住人口数:天津,千人,11106.05758,6160341.038,2482.003432,0.812254296,-0.820022962,0.223481953,8190.0,15621.2,10071.8,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8190.0,8310.0,8430.0,8560.0,8840.0,9090.0,9200.0,9280.0,9350.0,9420.0,9481.9,9525.9,9566.4,9594.8,10011.4,10040.6,10071.8,10113.0,10236.7,10430.0,10750.0,11150.0,11760.0,12281.6,12992.9,13545.8,14131.5,14722.1,15168.1,15469.5,15621.2,15568.7,15596.0
常住人口数:河北:石家庄,千人,9956.210497,493280.8611,702.3395625,-0.022282239,-1.6300712780000002,0.07054286,8959.4,10951.6,9974.55,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8959.4,9039.9,9105.1,9175.5,9273.0,9395.0,9550.5,9664.8,9774.1,10175.0,10279.8,10385.99,10499.8,10616.2,10701.6,10784.6,10879.9,10951.6
常住人口数:河北:唐山,千人,7736.9891689999995,11946.74574,109.3011699,0.031949269,-1.184631468,0.014127094,7582.0,7897.0,7738.1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7582.0,7627.4,7668.51,7708.0,7768.2,7801.2,7843.6,7897.0,
常住人口数:河北:秦皇岛市,千人,3023.8752870000003,5022.626697,70.87049243,-0.11190962900000001,-0.9547778990000001,0.023436976,2904.7,3134.2,3021.578729,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2904.7,2930.0,2957.4,2978.0,2990.0,3006.2,3021.58,3045.2,3064.5,3073.2,3094.6,3110.8,3134.2
常住人口数:河北:邯郸市,千人,9375.273328,15366.411919999999,123.9613324,-0.171501345,-1.476842323,0.013222157,9188.0,9528.0,9373.9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9188.0,9239.2,9286.36,9325.1,9373.9,9433.0,9492.8,9511.1,9528.0
常住人口数:河北:邢台市,千人,7122.658459,39373.21108,198.4268406,-0.404252722,-1.32315916,0.027858536,6796.0,7374.4,7172.059209999999,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6796.0,6843.0,6884.4,6933.4,6988.8,7114.0,7155.5,7188.62,7216.9,7256.3,7294.4,7319.9,7351.6,7374.4
常住人口数:河北:保定市,千人,11403.569590000001,46675.19156,216.0444203,-0.44539725700000005,-0.346882869,0.018945333,11016.6,11690.5,11416.3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11016.6,11208.0,11272.3,11351.43,11416.3,11490.1,11552.4,11634.5,11690.5,
常住人口数:河北:张家口市,千人,4407.180861,854.1142346,29.22523284,-1.21381619,0.532173415,0.006631276,4349.0,4434.0,4420.9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4349.0,4373.7,4393.83,4413.3,4420.9,4421.7,4425.1,4433.1,4434.0
常住人口数:河北:承德市,千人,3524.393636,1089.363095,33.00550098,0.292873898,-0.350721503,0.009364874,3476.0,3578.9,3527.2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3476.0,3489.1,3506.34,3515.1,3527.2,3530.1,3531.8,3565.0,3578.9
常住人口数:河北:沧州市,千人,7373.158223,25658.17653,160.1816985,-0.066925998,-1.510221889,0.021724978,7143.0,7586.0,7375.0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7143.0,7197.7,7243.82,7309.5,7375.0,7443.0,7505.5,7554.9,7586.0
常住人口数:河北:廊坊市,千人,4514.116204,15321.24219,123.7790054,0.7470687420000001,0.162086584,0.02742043,4364.0,4740.9,4495.1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4364.0,4400.3,4439.33,4468.4,4521.8,4563.2,4615.0,4740.9,
常住人口数:河北:衡水市,千人,4372.855961,7817.595798,88.41716914,-0.743895182,-0.856525306,0.020219548,4218.0,4472.0,4398.885765999999,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4218.0,4244.0,4260.3,,,4346.0,4363.9,4389.27,4408.5,4423.4,4435.4,4453.1,4460.4,4472.0
常住人口数:山西:太原市,千人,4101.190636,208087.3271,456.16589860000005,-1.842868278,1.8887182869999999,0.111227675,3153.1,4421.5,4277.69,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3153.1,3222.4,,,,,,,,4205.0,4235.35,4256.33,4277.69,4298.9,4318.7,4344.43,4379.7,4421.5
常住人口数:山西:大同市,千人,3390.1420000000003,2122.98253,46.07583456,-0.055777207999999995,-1.131344732,0.013591121999999999,3321.0,3456.0,3391.9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3321.0,3339.73,3357.11,3374.89,3391.9,3406.4,3421.89,3442.35,3456.0
常住人口数:山西:阳泉市,千人,1391.757778,252.91122119999997,15.90318274,-0.063848458,-1.302255999,0.011426688999999999,1368.5020000000002,1414.4,1392.7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1368.5,1374.24,1379.26,1386.03,1392.7,1398.3,1403.59,1408.8,1414.4
常住人口数:山西:长治市,千人,3401.477125,2586.2800260000004,50.85548177,-0.060379006,-1.777917606,0.014950999,3337.0,3468.0,3406.2185,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3337.0,3343.0,3361.0,,3392.0,3420.44,3435.38,3455.0,3468.0
常住人口数:山西:晋城市,千人,2257.415778,3254.276864,57.046269499999994,-0.027872992000000003,-1.550915015,0.025270607999999996,2170.7,2343.1,2259.55,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2170.7,2183.1,2189.6,2197.1,2205.4,2214.5,2223.3,2232.3,2239.1,2280.0,2285.53,2291.43,2300.57,2308.9,2315.0,2320.86,2333.0,2343.1
常住人口数:山西:朔州市,千人,1712.921364,7725.964339,87.89746492,-1.689829484,1.517651823,0.051314360999999996,1536.0,1781.2,1744.1689999999999,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1536.0,1544.0,1716.0,1725.62,1734.97,1744.17,1753.9,1762.2,1768.1,1775.98,1781.2
常住人口数:山西:晋中市,千人,3318.4040000000005,1921.5123609999998,43.83505858,-0.095005875,-1.10548114,0.013209681000000001,3252.0,3381.5759999999996,3320.308,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3252.0,3270.03,3286.79,3304.91,3320.31,3335.69,3348.74,3365.6,3381.58
常住人口数:山西:运城市,千人,5084.8655,26424.81999,162.5571284,-0.110615829,-1.144721613,0.031968816000000004,4810.5,5336.023,5085.5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4810.5,4849.0,4885.0,4919.0,4952.0,4985.0,5017.0,5046.0,5076.0,5095.0,5139.0,5166.77,5194.59,5223.92,5252.3,5275.3,5305.18,5336.02,
常住人口数:山西:忻州市,千人,3094.095313,2611.183874,51.09974437,-0.166108976,-0.6353400810000001,0.016515246,2999.0,3172.0,3093.5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2999.0,3019.0,3039.0,3056.7,3072.6,3090.3,3096.7,3070.0,3085.04,3099.32,3114.39,3128.5,3141.0,3155.31,3166.66,3172.0
常住人口数:山西:临汾市,千人,4264.454333,27760.92668,166.6161057,-0.104075794,-1.48773962,0.039070909,4001.3,4500.3,4271.3595,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4001.3,4031.5,4061.7,4092.0,4120.51,4147.04,4172.16,4198.02,4221.72,4321.0,4344.99,4367.26,4390.84,4414.6,4435.7,4458.05,4481.5,4500.3
常住人口数:山西:吕梁市,千人,3742.835077,14002.01294,118.33010159999998,-0.494683291,-1.296508115,0.031615099,3554.0,3885.6,3771.5759999999996,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3554.0,3576.0,3598.0,3617.9,3730.0,3751.85,3771.58,3792.86,3813.1,3832.2,3854.87,3878.9,3885.6
常住人口数:内蒙古:呼和浩特市,千人,3017.277778,8123.101944,90.12825275,-0.39110222899999997,-1.217473445,0.029870717999999997,2874.0,3126.0,3030.6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2874.0,2911.9,2948.8,3001.1,3030.6,3059.6,3088.7,3114.8,3126.0
常住人口数:内蒙古:包头市,千人,2704.3769230000003,22537.74192,150.1257537,-0.390930933,-1.28991433,0.055512140999999994,2458.0,2889.0,2731.6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2458.0,2496.0,2532.0,2572.0,2656.0,2692.9,2731.6,2766.2,2799.0,2829.0,2857.5,2877.7,2889.0
常住人口数:内蒙古:乌海市,千人,520.4733333,1675.2078099999999,40.92930258,-0.42379543799999997,-1.819150379,0.078638616,459.1,563.3,541.4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.1,465.0,470.1,477.0,482.7,487.6,530.0,541.4,548.4,553.1,554.2,555.8,558.3,561.1,563.3
常住人口数:内蒙古:赤峰市,千人,4332.55,1008.7165380000001,31.76029815,0.96451213,-0.451084913,0.007330625,4299.5,4393.0,4320.65,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4393.0,4385.3,4376.6,4351.0,4328.0,4338.0,4319.3,4313.0,4306.2,4303.8,4299.5,4305.2,4314.8,4322.0
常住人口数:内蒙古:通辽市,千人,3117.3076920000003,399.70743589999995,19.99268456,-0.758747488,-1.131634401,0.006413446,3082.6,3140.0,3124.8,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3091.0,3094.6,3090.7,3082.6,3140.0,3136.4,3132.5,3125.7,3124.0,3120.8,3124.8,3128.7,3133.2
常住人口数:内蒙古:鄂尔多斯市,千人,1832.9666670000001,63441.53095,251.876023,-0.47451047700000004,-1.885684655,0.137414405,1466.6,2078.4,1999.3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1466.6,1495.0,1515.0,1548.0,1591.0,1625.4,1950.0,1999.3,2004.2,2017.5,2035.0,2045.1,2055.3,2068.7,2078.4
常住人口数:内蒙古:呼伦贝尔市,千人,2532.8,40.5175,6.3653358120000005,1.334579013,1.185913346,0.002513162,2526.5,2546.0,2530.1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2546.0,2539.7,2534.7,2531.9,2529.5,2526.5,2527.6,2529.2,2530.1
常住人口数:内蒙古:巴彦淖尔市,千人,1698.987667,939.8689244999999,30.65728175,0.35175812700000003,-1.883812772,0.01804444,1663.3,1741.9,1684.8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1723.8,1732.0,1736.1,1741.9,1738.0,1733.0,1669.92,1663.3,1669.2,1670.6,1672.0,1677.0,1683.2,1684.8,1690.0
常住人口数:内蒙古:乌兰察布市,千人,2117.966667,231.595,15.21824563,0.116798426,-1.177113307,0.007185309,2096.1,2141.0,2117.1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2141.0,2134.6,2129.4,2123.0,2117.1,2111.3,2106.7,2102.5,2096.1
常住人口数:辽宁:沈阳市,千人,8155.5171,37311.06637,193.16072680000002,-1.4723533880000002,0.92669353,0.023684669,7760.0,8294.0,8242.5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7760.0,7860.0,8106.17,8180.0,8228.0,8257.0,8287.0,8291.0,8292.0,8294.0,
常住人口数:辽宁:大连市,千人,6373.054,169428.5788,411.6170292,0.724679698,-1.683725985,0.064587093,6015.0,6987.0,6150.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6015.0,6020.0,,6080.0,6130.0,6170.0,6690.43,,6892.0,,,6987.0,,,
常住人口数:辽宁:鞍山市,千人,3631.942,388.75872799999996,19.71696549,,,0.005428766999999999,3618.0,3645.884,3631.942,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3645.88,,3618.0,,,,,,
常住人口数:辽宁:抚顺市,千人,2120.045,651.24405,25.51948373,,,0.012037237,2102.0,2138.09,2120.045,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2138.09,,2102.0,,,,,,
常住人口数:辽宁:本溪市,千人,1720.2136670000002,85.67854633,9.256270649,-1.7137697769999998,,0.005380884,1709.5379999999998,1726.0,1725.1029999999998,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1709.54,1725.1,1726.0,,,,,,
常住人口数:辽宁:丹东市,千人,2413.17425,871.1927856000001,29.51597509,0.017855326,-4.092868609,0.012231183,2382.0,2444.697,2413.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2444.7,,2431.0,,,,,2395.0,2382.0
常住人口数:辽宁:锦州市,千人,3111.7315,434.0341845,20.83348709,,,0.006695143000000001,3097.0,3126.4629999999997,3111.7315,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3126.46,,3097.0,,,,,,
常住人口数:辽宁:营口市,千人,2438.647714,36.7780699,6.064492551,-0.72696327,-0.262572346,0.002486826,2428.534,2446.0,2440.0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2428.53,,2442.0,,2446.0,2443.0,2440.0,2438.0,2433.0
常住人口数:辽宁:阜新市,千人,1791.4678,329.00118419999995,18.13838979,1.047723597,0.24518927399999998,0.010124876,1775.0,1819.339,1786.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1819.34,,1799.0,,1786.0,1778.0,1775.0,,
常住人口数:辽宁:辽阳市,千人,1845.692,189.547456,13.76762347,-0.126964925,-4.887821559,0.007459329000000001,1831.0,1858.7679999999998,1846.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1858.77,,1856.0,,,,,1837.0,1831.0
常住人口数:辽宁:盘锦市,千人,1422.164333,664.2910163,25.77384365,-1.68523611,,0.018122971,1392.493,1439.0,1435.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1392.49,,1435.0,,,,,,1439.0
常住人口数:辽宁:铁岭市,千人,2698.366,750.083912,27.38765985,,,0.01014972,2679.0,2717.732,2698.366,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2717.73,,2679.0,,,,,,
常住人口数:辽宁:朝阳市,千人,3017.8205,1438.678441,37.92991485,,,0.012568645,2991.0,3044.6409999999996,3017.8205,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3044.64,,2991.0,,,,,,
常住人口数:辽宁:葫芦岛市,千人,2609.7705,379.2533405,19.47442786,,,0.007462123,2596.0,2623.5409999999997,2609.7705,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2623.54,,2596.0,,,,,,
常住人口数:黑龙江:哈尔滨市,千人,10487.64275,264741.0888,514.5299688,-1.561162845,2.9303262039999995,0.049060593,9743.6,10929.0,10638.9855,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9743.6,,,,,10635.97,10642.0,,,,,,10929.0,
常住人口数:黑龙江:齐齐哈尔市,千人,5368.5015,4.4910045,2.119199023,,,0.000394747,5367.003000000001,5370.0,5368.5015,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5367.0,5370.0,,,,,,,
常住人口数:黑龙江:双鸭山市,千人,1488.442,499.871892,22.35781501,-1.731699984,,0.015020951000000001,1462.626,1501.5,1501.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1501.2,1501.5,,1462.63,,,,,,,,
常住人口数:黑龙江:七台河市,千人,905.9236667000001,171.3211803,13.08897171,1.176588294,,0.014448206000000002,895.1,920.471,902.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,895.1,902.2,,920.47,,,,,,,,
常住人口数:黑龙江:绥化市,千人,5419.5765,4.0527045,2.013133006,,,0.000371456,5418.153,5421.0,5419.5765,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5418.15,5421.0,,,,,,,
常住人口数:上海,千人,16876.8441,22006996.82,4691.161564999999,0.492062141,-1.327950757,0.277964383,11040.0,24256.8,15270.0,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11040.0,11370.0,11520.0,11680.0,11860.0,12010.0,12170.0,12330.0,12490.0,12650.0,12880.0,13110.0,13340.0,13500.0,13650.0,13810.0,13980.0,14140.0,14510.0,14890.0,15270.0,15670.0,16086.0,16683.3,17129.7,17658.4,18349.8,18902.6,19641.1,20635.8,21406.5,22102.8,23026.61,23474.6,23804.3,24151.5,24256.8,24152.7,24197.0,24183.3,24237.8
常住人口数:江苏:南京市,千人,7742.157459,410343.2894,640.5804316000001,-0.90240644,-0.46757178899999996,0.082739267,6430.0,8436.2,8058.55,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6430.0,6681.8,6898.0,7190.6,7413.0,7588.9,7713.1,8008.0,8109.1,8161.02,8187.8,8216.1,8235.9,8270.0,8335.0,8436.2
常住人口数:江苏:无锡市,千人,6296.941868999999,93126.13324,305.1657472,-1.241749707,0.605542464,0.048462532,5595.0,6574.5,6448.843085,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5595.0,5841.7,5992.1,6107.3,6195.7,6376.0,6432.2,6465.49,6484.1,6500.1,6511.0,6529.0,6553.0,6574.5
